"year","fa.action_name","region_name","age_group","active_count","actions_count"
2025,"2.6. Готов помогать организации",Республика Марий Эл,"18-24",1067,1445
2025,"2.6. Готов помогать организации",Республика Марий Эл,"0-13",202,399
2025,"2.6. Готов помогать организации",Республика Марий Эл,"36-54",350,694
2025,"2.9. Подал заявку на меру поддержки Навигатора",Республика Марий Эл,"25-35",1,1
2025,"2.9. Подал заявку на меру поддержки Навигатора",Республика Марий Эл,"0-13",1,1
2025,"3.1. Подал заявку на конкурс",Республика Марий Эл,"14-17",9,9
2025,"3.1. Подал заявку на конкурс",Республика Марий Эл,"36-54",32,42
2025,"3.1. Подал заявку на конкурс",Республика Марий Эл,"55-64",8,13
2025,"3.1. Подал заявку на конкурс",Республика Марий Эл,"25-35",8,8
2025,"3.1. Подал заявку на конкурс",Республика Марий Эл,"18-24",5,5
2025,"3.2. Заявка в Добро Центр",Республика Марий Эл,"18-24",1,1
2025,"3.2. Заявка в Добро Центр",Республика Марий Эл,"14-17",1,1
2025,"3.2. Заявка в Добро Центр",Республика Марий Эл,"25-35",1,1
2025,"3.3. Написал статью в Добро Медиа",Республика Марий Эл,"36-54",3,6
2025,"3.3. Написал статью в Добро Медиа",Республика Марий Эл,"55-64",2,14
2025,"3.3. Написал статью в Добро Медиа",Республика Марий Эл,"18-24",1,2
2025,"3.3. Написал статью в Добро Медиа",Республика Марий Эл,"0-13",1,2
2025,"3.3. Написал статью в Добро Медиа",Республика Марий Эл,"25-35",1,2
2025,"4.1. Прикрепил Госуслуги",Республика Марий Эл,"18-24",753,753
2025,"4.1. Прикрепил Госуслуги",Республика Марий Эл,"14-17",962,964
2025,"4.1. Прикрепил Госуслуги",Республика Марий Эл,"55-64",102,102
2025,"4.1. Прикрепил Госуслуги",Республика Марий Эл,"36-54",492,492
2025,"4.1. Прикрепил Госуслуги",Республика Марий Эл,"25-35",237,237
2025,"4.2. Волонтер откликнулся на вакансию",Республика Марий Эл,"25-35",302,779
2025,"4.2. Волонтер откликнулся на вакансию",Республика Марий Эл,"36-54",582,4272
2025,"4.2. Волонтер откликнулся на вакансию",Республика Марий Эл,"14-17",2421,11195
2025,"4.2. Волонтер откликнулся на вакансию",Республика Марий Эл,"0-13",235,2119
2025,"4.2. Волонтер откликнулся на вакансию",Республика Марий Эл,"18-24",1821,6050
2025,"4.2. Волонтер откликнулся на вакансию",Республика Марий Эл,"55-64",185,1841
2025,"4.3. Выполнение заданий в рамках премии",Республика Марий Эл,"14-17",1,2
2025,"4.3. Выполнение заданий в рамках премии",Республика Марий Эл,"18-24",2,7
2025,"4.3. Выполнение заданий в рамках премии",Республика Марий Эл,"55-64",1,17
2025,"4.3. Выполнение заданий в рамках премии",Республика Марий Эл,"36-54",7,16
2025,"4.3. Выполнение заданий в рамках премии",Республика Марий Эл,"25-35",2,7
2025,"4.4. Проставил часы как организатор мероприятия",Республика Марий Эл,"55-64",3,37
